stock,stock code,net amount (S$M),published date
ComfortDelGro,C52.SI,-3.956435,2022-07-04
Singtel,Z74.SI,-3.917824199999999,2022-07-04
Singtel,Z74.SI,-30.2125692,2022-07-11
DBS,D05.SI,-14.39976,2022-07-11
Ascendas REIT,A17U.SI,-9.630384,2022-07-11
Sheng Siong Group,OV8.SI,-5.625716,2022-07-11
Mapletree Logistics Trust,M44U.SI,-5.213505,2022-07-11
Sembcorp Industries,U96.SI,-4.687734,2022-07-11
Frasers Hospitality Trust,ACV.SI,-4.187858,2022-07-11
SGX,S68.SI,-3.98852,2022-07-11
Golden Agri-Resources,E5H.SI,-3.494828,2022-07-11
ST Engineering,S63.SI,-2.916447,2022-07-11
Genting Singapore,G13.SI,-18.4745875,2022-07-18
SGX,S68.SI,-15.364714,2022-07-18
SIA,C6L.SI,-8.237543,2022-07-18
Singtel,Z74.SI,-7.1211113,2022-07-18
Sheng Siong,OV8.SI,-6.404013,2022-07-18
ComfortDelGro ,C52.SI,-5.032843,2022-07-18
CapitaLand Integrated Commercial Trust,C38U.SI,-4.003768,2022-07-18
Sembcorp Industries,U96.SI,-3.862526,2022-07-18
SATS,S58.SI,-3.584505,2022-07-18
Ascendas REIT,A17U.SI,-3.417297,2022-07-18
DBS,D05.SI,-57.177679,2022-07-25
UOB,U11.SI,-39.4264,2022-07-25
SIA,C6L.SI,-24.81137,2022-07-25
OCBC,O39.SI,-16.391446,2022-07-25
Samudera Shipping Line,S56.SI,-8.782535,2022-07-25
Singtel,Z74.SI,-8.7558025,2022-07-25
Venture Corporation,V03.SI,-8.052772,2022-07-25
AEM Holdings,AWX.SI,-7.515795,2022-07-25
Sembcorp Industries,U96.SI,-7.164968,2022-07-25
Keppel Corporation,BN4.SI,-6.202717,2022-07-25
SIA,C6L.SI,-27.919892,2022-08-01
OCBC,O39.SI,-18.425635,2022-08-01
Keppel Corp,BN4.SI,-13.719305,2022-08-01
SGX,S68.SI,-11.407157,2022-08-01
Hongkong Land,H78.SI,-10.7595131358,2022-08-01
Ascendas REIT,A17U.SI,-10.17407,2022-08-01
Mapletree Industrial Trust,ME8U.SI,-10.011623,2022-08-01
CapitaLand Investment Limited,9CI.SI,-9.486497,2022-08-01
Frasers Logistics & Commercial Trust,BUOU.SI,-7.500913,2022-08-01
Venture Corp,V03.SI,-7.231952,2022-08-01
OCBC,O39.SI,-120.886344,2022-08-08
DBS,D05.SI,-78.112216,2022-08-08
Keppel Corporation,BN4.SI,-28.227761,2022-08-08
Wilmar International,F34.SI,-18.137759,2022-08-08
Raffles Medical Group,BSL.SI,-15.090086,2022-08-08
Singtel,Z74.SI,-13.2021815,2022-08-08
SIA,C6L.SI,-12.583159,2022-08-08
Genting Singapore,G13.SI,-10.8278565,2022-08-08
Sembcorp Marine,S51.SI,-9.850955,2022-08-08
CapitaLand Investment,9CI.SI,-8.857902,2022-08-08
OCBC,O39.SI,-81.511322,2022-08-15
DBS,D05.SI,-66.153349,2022-08-15
Keppel Corporation,BN4.SI,-18.261695,2022-08-15
Venture Corporation,V03.SI,-17.747679,2022-08-15
Sembcorp Industries,U96.SI,-16.786987,2022-08-15
City Developments,C09.SI,-13.693512,2022-08-15
Genting Singapore,G13.SI,-12.8124425,2022-08-15
Yangzijiang Shipbuilding,BS6.SI,-9.6748255,2022-08-15
Singtel,Z74.SI,-8.9531972,2022-08-15
Thai Beverage,Y92.SI,-7.2931905,2022-08-15
OCBC,O39.SI,-59.757197,2022-08-22
Singtel,Z74.SI,-42.516637,2022-08-22
City Developments,C09.SI,-26.072578,2022-08-22
Wilmar International,F34.SI,-21.925556,2022-08-22
Keppel Corporation,BN4.SI,-19.71069,2022-08-22
Venture Corporation,V03.SI,-18.79042,2022-08-22
The Hour Glass,AGS.SI,-18.039529,2022-08-22
UMS Holdings,558.SI,-14.84543,2022-08-22
SATS,S58.SI,-14.033176,2022-08-22
SGX,S68.SI,-12.811367,2022-08-22
DBS,D05.SI,-41.250353,2022-08-29
Keppel Corporation,BN4.SI,-25.954546,2022-08-29
UOB,U11.SI,-17.512864,2022-08-29
Sembcorp Industries,U96.SI,-13.369627,2022-08-29
UMS Holdings,558.SI,-12.373597,2022-08-29
Jardine Cycle & Carriage,C07.SI,-12.116609,2022-08-29
Sheng Siong Group,OV8.SI,-9.664698,2022-08-29
Venture Corporation,V03.SI,-8.116122,2022-08-29
Yangzijiang Shipbuilding,BS6.SI,-8.0251685,2022-08-29
AEM Holdings,AWX.SI,-6.58977,2022-08-29
Jardine Matheson,J36.SI,-14.0902410623,2022-09-05
Keppel Corporation,BN4.SI,-11.383536,2022-09-05
Jardine Cycle & Carriage,C07.SI,-8.978585,2022-09-05
Wilmar International,F34.SI,-7.738509,2022-09-05
Raffles Medical Group,BSL.SI,-7.711967,2022-09-05
City Developments,C09.SI,-5.434757,2022-09-05
Golden Energy and Resources,AUE.SI,-4.931225,2022-09-05
Marco Polo Marine,5LY.SI,-4.3194126,2022-09-05
UMS Holdings,558.SI,-3.78805,2022-09-05
Yangzijiang Financial,YF8.SI,-1.654739,2022-09-05
DBS,D05.SI,-65.890255,2022-09-12
Singtel,Z74.SI,-54.51780490000001,2022-09-12
OCBC,O39.SI,-20.563441,2022-09-12
Jardine Cycle & Carriage,C07.SI,-12.698134,2022-09-12
Yangzijiang Financial,YF8.SI,-6.9419205,2022-09-12
Mapletree Commercial Trust,N2IU.SI,-6.598989,2022-09-12
Capitaland Integrated Commercial Trust,C38U.SI,-6.025448,2022-09-12
City Developments,C09.SI,-5.602415,2022-09-12
Golden Energy And Resources,AUE.SI,-5.478412,2022-09-12
SIA,C6L.SI,-5.382769,2022-09-12
OCBC,O39.SI,-86.563761,2022-09-19
Yangzijiang Shipbuilding,BS6.SI,-35.7940775,2022-09-19
DBS,D05.SI,-19.26911,2022-09-19
Genting Singapore,G13.SI,-18.97716,2022-09-19
Singtel,Z74.SI,-14.4181519,2022-09-19
Jardine Cycle & Carriage,C07.SI,-12.4237861,2022-09-19
NIO,NIO.SI,-9.385303284480004,2022-09-19
Jardine Matheson,J36.SI,-5.2772744489,2022-09-19
SATS,S58.SI,-5.137533,2022-09-19
Raffles Medical Group,BSL.SI,-2.790067,2022-09-19
Yangzijiang Shipbuilding,BS6.SI,-36.998379,2022-09-26
DBS,D05.SI,-16.433372,2022-09-26
Keppel Corporation,BN4.SI,-6.885465,2022-09-26
Jardine Cycle & Carriage,C07.SI,-6.744392,2022-09-26
Yangzijiang Financial,YF8.SI,-4.2054885,2022-09-26
Hongkong Land,H78.SI,-3.1493453114,2022-09-26
UMS Holdings,558.SI,-2.824089,2022-09-26
OCBC,O39.SI,-2.615487,2022-09-26
ComfortDelgro,C52.SI,-2.182238,2022-09-26
Golden Energy And Resources,AUE.SI,-1.513926,2022-09-26
Singtel,Z74.SI,-46.55513670000001,2022-10-03
DBS,D05.SI,-35.136272,2022-10-03
Keppel Corporation,BN4.SI,-11.515866,2022-10-03
Sembcorp Industries,U96.SI,-4.919177,2022-10-03
Yangzijiang Financial,YF8.SI,-4.263653,2022-10-03
Genting Singapore,G13.SI,-2.6743485,2022-10-03
UMS Holdings,558.SI,-2.507645,2022-10-03
Jardine Cycle & Carriage,C07.SI,-2.234445,2022-10-03
Sembcorp Marine,S51.SI,-2.123292,2022-10-03
OUE Limited,LJ3.SI,-2.106245,2022-10-03
Sembcorp Marine,S51.SI,-42.02660340000001,2022-10-10
DBS,D05.SI,-38.867277,2022-10-10
OCBC,O39.SI,-21.292498,2022-10-10
Yangzijiang Shipbuilding,BS6.SI,-10.770002,2022-10-10
Genting Singapore,G13.SI,-10.7316815,2022-10-10
Jardine Cycle & Carriage,C07.SI,-9.632102,2022-10-10
Keppel Corporation,BN4.SI,-6.222215,2022-10-10
UOB,U11.SI,-5.90966,2022-10-10
Venture Corporation,V03.SI,-5.814934,2022-10-10
Jardine Matheson,J36.SI,-5.660913578500001,2022-10-10
Sembcorp Marine,S51.SI,-24.9198114,2022-10-17
Genting Singapore,G13.SI,-4.800799,2022-10-17
Sheng Siong Group,OV8.SI,-3.380769,2022-10-17
CapitaLand India Trust,CY6U.SI,-2.502784999999999,2022-10-17
Chip Eng Seng Corporation,C29.SI,-2.053685,2022-10-17
Keppel DC REIT,AJBU.SI,-1.979784,2022-10-17
Golden Agri-Resources,E5H.SI,-1.820361,2022-10-17
Geo Energy Resources,RE4.SI,-1.424501,2022-10-17
Wing Tai Holdings,W05.SI,-0.773237,2022-10-17
Sabana Industrial REIT,M1GU.SI,-0.755114,2022-10-17
Sembcorp Marine,S51.SI,-16.940646,2022-10-24
Yangzijiang Shipbuilding,BS6.SI,-16.593502,2022-10-24
Genting Singapore,G13.SI,-10.872754,2022-10-24
Sembcorp Industries,U96.SI,-7.938182,2022-10-24
AEM Holdings,AWX.SI,-4.817228,2022-10-24
Sheng Siong Group,OV8.SI,-4.074209,2022-10-24
Olam Group,VC2.SI,-2.669031,2022-10-24
Yangzijiang Financial,YF8.SI,-2.428271,2022-10-24
First Resources,EB5.SI,-2.054012,2022-10-24
ComfortDelGro,C52.SI,-1.88789,2022-10-24
DBS,D05.SI,-47.266996,2022-10-31
UOB,U11.SI,-30.101824,2022-10-31
OCBC,O39.SI,-29.012085,2022-10-31
Sembcorp Marine,S51.SI,-26.89769,2022-10-31
CapitaLand Integrated Commercial Trust,C38U.SI,-8.055411,2022-10-31
Keppel DC REIT,AJBU.SI,-6.855686,2022-10-31
Singtel,Z74.SI,-4.6954259,2022-10-31
Keppel Corporation,BN4.SI,-4.557975,2022-10-31
SIA,C6L.SI,-3.666587,2022-10-31
CapitaLand Ascendas REIT,A17U.SI,-2.681245,2022-10-31
