stock,stock code,net amount (S$M),published date
OCBC,O39.SI,26.112644,2019-01-07
UOB,U11.SI,14.812425,2019-01-07
Ascendas REIT,A17U.SI,13.396182,2019-01-07
SGX,S68.SI,11.775051,2019-01-07
Genting Singapore,G13.SI,7.0279045,2019-01-07
Jardine Cycle & Carriage,C07.SI,5.907078,2019-01-07
Keppel Corporation,BN4.SI,5.577129,2019-01-07
Thai Beverage,Y92.SI,4.134136,2019-01-07
CapitaLand Mall Trust,C38U.SI,3.844864,2019-01-07
DBS,D05.SI,57.65886,2019-01-14
UOB,U11.SI,45.70013,2019-01-14
OCBC,O39.SI,37.46821,2019-01-14
Thai Beverage,Y92.SI,22.197906,2019-01-14
Venture Corporation,V03.SI,19.737802,2019-01-14
Genting Singapore,G13.SI,14.445656,2019-01-14
City Developments,C09.SI,13.543937,2019-01-14
SATS,S58.SI,12.447025,2019-01-14
Singtel,Z74.SI,9.811547,2019-01-14
Genting Singapore,G13.SI,16.650807,2019-01-21
Thai Beverage,Y92.SI,16.3490555,2019-01-21
ST Engineering,S63.SI,12.981728,2019-01-21
Yangzijiang Shipbuilding,BS6.SI,11.629215,2019-01-21
SGX,S68.SI,10.155708,2019-01-21
City Developments,C09.SI,6.702215,2019-01-21
UOL Group,U14.SI,5.028522,2019-01-21
Hongkong Land,H78.SI,4.8442534736,2019-01-21
OCBC,O39.SI,4.822599,2019-01-21
SGX,S68.SI,23.67770903125,2019-01-28
ComfortDelGro,C52.SI,21.489954,2019-01-28
Venture Corporation,V03.SI,9.327129,2019-01-28
Thai Beverage,Y92.SI,8.9381795,2019-01-28
City Developments,C09.SI,5.658105,2019-01-28
Yangzijiang Shipbuilding,BS6.SI,4.908894,2019-01-28
CapitaLand Mall Trust,C38U.SI,3.486059,2019-01-28
SGX,S68.SI,27.696641,2019-02-04
Yangzijiang Shipbuilding,BS6.SI,19.697073,2019-02-04
Thai Beverage,Y92.SI,7.0036025,2019-02-04
CapitaLand Mall Trust,C38U.SI,6.632449,2019-02-04
ComfortDelGro,C52.SI,5.370355,2019-02-04
Genting Singapore,G13.SI,5.336825,2019-02-04
Ascott Residence Trust,HMN.SI,5.100981,2019-02-04
Frasers Logistics & Industrial Trust,BUOU.SI,4.980403,2019-02-04
DBS,D05.SI,22.598368,2019-02-11
Singtel,Z74.SI,6.414762,2019-02-11
ST Engineering,S63.SI,5.993738,2019-02-11
SIA,C6L.SI,5.338143,2019-02-11
Mapletree Commercial Trust,N2IU.SI,5.001723,2019-02-11
SGX,S68.SI,4.398834,2019-02-11
OCBC,O39.SI,4.346077,2019-02-11
City Developments,C09.SI,4.330551,2019-02-11
StarHub,CC3.SI,4.205354,2019-02-11
SGX,S68.SI,31.112432,2019-02-18
Thai Beverage,Y92.SI,30.34478,2019-02-18
DBS,D05.SI,26.81533,2019-02-18
SATS,S58.SI,19.548531,2019-02-18
Jardine Matheson,J36.SI,17.1877324228999,2019-02-18
UOB,U11.SI,16.390679,2019-02-18
City Developments,C09.SI,13.521176,2019-02-18
Keppel REIT,K71U.SI,8.505499,2019-02-18
SIA,C6L.SI,8.427418,2019-02-18
Keppel Corporation,BN4.SI,22.95162,2019-02-25
Sembcorp Marine,S51.SI,21.919318,2019-02-25
SIA,C6L.SI,19.887284,2019-02-25
SGX,S68.SI,11.266509,2019-02-25
SATS,S58.SI,9.586678,2019-02-25
Singtel,Z74.SI,8.421951,2019-02-25
Singapore Post,S08.SI,6.1247555,2019-02-25
Yangzijiang Shipbuilding,BS6.SI,5.855068,2019-02-25
Venture Corporation,V03.SI,48.337771,2019-03-04
SGX,S68.SI,13.28318,2019-03-04
Thai Beverage,Y92.SI,9.56867,2019-03-04
AEM Holdings,AWX.SI,8.719106,2019-03-04
DBS,D05.SI,5.385645,2019-03-04
ST Engineering,S63.SI,5.371486,2019-03-04
SIA,C6L.SI,4.90337,2019-03-04
Suntec REIT,T82U.SI,3.60124,2019-03-04
Hongkong Land,H78.SI,3.4324964467,2019-03-04
DBS,D05.SI,35.072018,2019-03-11
SGX,S68.SI,26.533228,2019-03-11
ComfortDelGro,C52.SI,16.919453,2019-03-11
Ascendas REIT,A17U.SI,7.696748,2019-03-11
Venture Corporation,V03.SI,6.85017,2019-03-11
AEM Holdings,AWX.SI,6.035503,2019-03-11
City Developments,C09.SI,5.956865,2019-03-11
CapitaLand Retail China Trust,AU8U.SI,5.521061,2019-03-11
Yangzijiang Shipbuilding,BS6.SI,19.567788,2019-03-18
Mapletree Commercial Trust,N2IU.SI,17.157346,2019-03-18
Mapletree Logistics Trust,M44U.SI,16.339972,2019-03-18
Olam International,VC2.SI,16.108961,2019-03-18
Frasers Logistics & Industrial Trust,BUOU.SI,15.153539,2019-03-18
ST Engineering,S63.SI,13.063832,2019-03-18
Singtel,Z74.SI,11.63445,2019-03-18
Keppel REIT,K71U.SI,10.727283,2019-03-18
Yangzijiang Shipbuilding,BS6.SI,32.24297,2019-03-25
UOL Group,U14.SI,13.301241,2019-03-25
ComfortDelGro,C52.SI,10.567587,2019-03-25
Venture Corporation,V03.SI,6.38375,2019-03-25
CapitaLand Mall Trust,C38U.SI,6.20623,2019-03-25
Keppel Corporation,BN4.SI,5.735562,2019-03-25
Dairy Farm International,D01.SI,5.5793538421,2019-03-25
Mapletree Industrial Trust,ME8U.SI,5.554651,2019-03-25
City Developments,C09.SI,4.601361,2019-03-25
Keppel REIT,K71U.SI,4.513038,2019-03-25
UOL Group,U14.SI,13.861543,2019-04-01
Singtel,Z74.SI,13.858088,2019-04-01
Venture Corporation,V03.SI,12.508449,2019-04-01
Ascendas REIT,A17U.SI,11.385555,2019-04-01
ComfortDelGro,C52.SI,11.133737,2019-04-01
Thai Beverage,Y92.SI,7.2693955,2019-04-01
Dairy Farm International,D01.SI,6.743990911,2019-04-01
Keppel Corporation,BN4.SI,5.902722,2019-04-01
Keppel REIT,K71U.SI,5.10607,2019-04-01
OCBC,O39.SI,23.831686,2019-04-08
Venture Corporation,V03.SI,20.990616,2019-04-08
DBS,D05.SI,18.2645627,2019-04-08
Keppel Corporation,BN4.SI,17.640157,2019-04-08
Yangzijiang Shipbuilding,BS6.SI,17.325539,2019-04-08
Jardine Cycle & Carriage,C07.SI,10.481151,2019-04-08
Sembcorp Industries,U96.SI,10.179105,2019-04-08
Singapore Post,S08.SI,6.17767,2019-04-08
Jardine Matheson,J36.SI,6.175838657000001,2019-04-08
Wilmar International,F34.SI,5.767294,2019-04-08
SATS,S58.SI,7.940338,2019-04-15
The Hour Glass,AGS.SI,6.670402,2019-04-15
Starhill Global REIT,P40U.SI,6.1544175,2019-04-15
Singtel,Z74.SI,3.847984,2019-04-15
Yanlord Land,Z25.SI,3.7051984,2019-04-15
Mapletree Industrial Trust,ME8U.SI,3.588253,2019-04-15
Ying Li International Real Estate,5DM.SI,3.3641233,2019-04-15
Jardine Matheson,J36.SI,3.2416766807000017,2019-04-15
Sunpower Group,5GD.SI,3.236283,2019-04-15
Singapore Post,S08.SI,3.061387,2019-04-15
UOL Group,U14.SI,15.040572,2019-04-22
Ascendas REIT,A17U.SI,13.590718,2019-04-22
Wilmar International,F34.SI,13.489322,2019-04-22
Ying Li International Real Estate,5DM.SI,10.3083363,2019-04-22
Venture Corporation,V03.SI,7.487395,2019-04-22
Sembcorp Marine,S51.SI,6.070904,2019-04-22
Jardine Cycle & Carriage,C07.SI,5.399055,2019-04-22
Jardine Matheson,J36.SI,5.3343038933,2019-04-22
ST Engineering,S63.SI,5.108882,2019-04-22
Thai Beverage,Y92.SI,4.1705185,2019-04-22
Keppel Corporation,BN4.SI,34.940307,2019-04-29
Thai Beverage,Y92.SI,14.32812,2019-04-29
ST Engineering,S63.SI,12.373777,2019-04-29
UOB,U11.SI,8.523658,2019-04-29
Mapletree Logistics Trust,M44U.SI,7.312585,2019-04-29
Jardine Matheson,J36.SI,5.2640866611,2019-04-29
Sembcorp Marine,S51.SI,5.259102,2019-04-29
OCBC,O39.SI,4.489486,2019-04-29
NetLink NBN Trust,CJLU.SI,4.258856,2019-04-29
OCBC,O39.SI,45.675043,2019-05-06
DBS,D05.SI,44.521204,2019-05-06
CapitaLand Mall Trust,C38U.SI,14.88471,2019-05-06
SGX,S68.SI,12.446808,2019-05-06
ComfortDelGro,C52.SI,7.44289,2019-05-06
Mapletree Commercial Trust,N2IU.SI,7.240825200000001,2019-05-06
Mapletree Logistics Trust,M44U.SI,6.664877,2019-05-06
ST Engineering,S63.SI,6.623238,2019-05-06
SATS,S58.SI,6.2851084,2019-05-06
Keppel Corporation,BN4.SI,6.180427,2019-05-06
Singtel,Z74.SI,25.797459,2019-05-13
ST Engineering,S63.SI,14.991412,2019-05-13
Jardine Cycle & Carriage,C07.SI,9.883918,2019-05-13
CapitaLand Mall Trust,C38U.SI,7.383715,2019-05-13
SGX,S68.SI,6.609871,2019-05-13
SATS,S58.SI,3.51323,2019-05-13
City Developments,C09.SI,3.284371,2019-05-13
Keppel REIT,K71U.SI,2.790113,2019-05-13
Best World International,CGN.SI,2.73216,2019-05-13
Singtel,Z74.SI,20.964232600000003,2019-05-20
DBS,D05.SI,16.223928,2019-05-20
Wilmar International,F34.SI,13.3355714,2019-05-20
Haw Par Corporation,H02.SI,3.475594,2019-05-20
Sheng Siong Group,OV8.SI,3.350854,2019-05-20
Jardine Cycle & Carriage,C07.SI,2.870418,2019-05-20
Sembcorp Industries,U96.SI,2.61552,2019-05-20
SGX,S68.SI,25.693932,2019-05-27
Singtel,Z74.SI,23.586302,2019-05-27
OCBC,O39.SI,19.31595,2019-05-27
UOB,U11.SI,18.391886,2019-05-27
Ascendas REIT,A17U.SI,12.137001,2019-05-27
Suntec REIT,T82U.SI,8.579047,2019-05-27
Thai Beverage,Y92.SI,7.2509345,2019-05-27
ComfortDelGro,C52.SI,7.218057,2019-05-27
Jardine Cycle & Carriage,C07.SI,6.839192,2019-05-27
Singtel,Z74.SI,65.075705,2019-06-03
ST Engineering,S63.SI,47.102435,2019-06-03
Jardine Matheson,J36.SI,29.3701604381,2019-06-03
SGX,S68.SI,22.123409,2019-06-03
ComfortDelGro,C52.SI,20.168003,2019-06-03
Venture Corporation,V03.SI,15.733833,2019-06-03
City Developments,C09.SI,11.909818,2019-06-03
Yangzijiang Shipbuilding,BS6.SI,10.196952,2019-06-03
Jardine Cycle & Carriage,C07.SI,9.527985,2019-06-03
Singtel,Z74.SI,59.250283,2019-06-10
UOB,U11.SI,51.477828,2019-06-10
CapitaLand Mall Trust,C38U.SI,34.509227,2019-06-10
ST Engineering,S63.SI,27.382434,2019-06-10
Mapletree Commercial Trust,N2IU.SI,14.4444321,2019-06-10
Yangzijiang Shipbuilding,BS6.SI,13.749192,2019-06-10
Wilmar International,F34.SI,10.70885,2019-06-10
Mapletree Logistics Trust,M44U.SI,10.624695,2019-06-10
Suntec REIT,T82U.SI,9.642276,2019-06-10
City Developments,C09.SI,29.029384,2019-06-17
Singtel,Z74.SI,25.138582,2019-06-17
Yangzijiang Shipbuilding,BS6.SI,25.043835,2019-06-17
UOB,U11.SI,23.135835,2019-06-17
Keppel Corporation,BN4.SI,20.194046,2019-06-17
Venture Corporation,V03.SI,19.19949,2019-06-17
Wilmar International,F34.SI,10.171474,2019-06-17
Mapletree Logistics Trust,M44U.SI,7.955721,2019-06-17
SGX,S68.SI,20.065347,2019-06-24
Singtel,Z74.SI,14.672862,2019-06-24
NetLink NBN Trust,CJLU.SI,11.4218175,2019-06-24
Keppel REIT,K71U.SI,9.76244,2019-06-24
Keppel Infrastructure Trust,A7RU.SI,7.8536655,2019-06-24
Jardine Matheson,J36.SI,6.925927962200001,2019-06-24
Keppel Corporation,BN4.SI,6.913637,2019-06-24
ComfortDelGro,C52.SI,6.641753,2019-06-24
Singtel,Z74.SI,69.02942195,2019-07-01
Yangzijiang Shipbuilding,BS6.SI,12.345858,2019-07-01
Mapletree Industrial Trust,ME8U.SI,11.863006,2019-07-01
NetLink NBN Trust,CJLU.SI,9.163611,2019-07-01
Keppel REIT,K71U.SI,7.825067,2019-07-01
SGX,S68.SI,5.335467,2019-07-01
Ascott Residence Trust,HMN.SI,4.71794,2019-07-01
Suntec REIT,T82U.SI,19.415015,2019-07-08
Vibrant Group,BIP.SI,12.1738589,2019-07-08
Mapletree Logistics Trust,M44U.SI,10.638685,2019-07-08
Mapletree Industrial Trust,ME8U.SI,9.51023,2019-07-08
Keppel REIT,K71U.SI,7.13263,2019-07-08
NetLink NBN Trust,CJLU.SI,6.406761,2019-07-08
SIA Engineering,S59.SI,5.68798,2019-07-08
SGX,S68.SI,9.427958,2019-07-15
Thai Beverage,Y92.SI,7.90409,2019-07-15
ComfortDelGro,C52.SI,5.526017,2019-07-15
Hongkong Land,H78.SI,4.6580904853,2019-07-15
Starhill Global REIT,P40U.SI,4.196228,2019-07-15
ST Engineering,S63.SI,2.933354,2019-07-15
SPH REIT,SK6U.SI,2.785266,2019-07-15
DBS,D05.SI,45.592934,2019-07-22
Wilmar International,F34.SI,16.514352,2019-07-22
NetLink NBN Trust,CJLU.SI,10.130947,2019-07-22
Jardine Matheson,J36.SI,4.9200901967,2019-07-22
AEM Holdings,AWX.SI,4.491323,2019-07-22
Singapore Post,S08.SI,3.9929,2019-07-22
Mapletree Commercial Trust,N2IU.SI,3.888743,2019-07-22
Sembcorp Marine,S51.SI,2.89896,2019-07-22
Wilmar International,F34.SI,21.781195,2019-07-29
OCBC,O39.SI,20.341496,2019-07-29
SGX,S68.SI,13.93316,2019-07-29
AEM Holdings,AWX.SI,10.560983,2019-07-29
DBS,D05.SI,9.767567,2019-07-29
Genting Singapore,G13.SI,8.6903185,2019-07-29
Sembcorp Industries,U96.SI,8.074215,2019-07-29
NetLink NBN Trust,CJLU.SI,7.6428675,2019-07-29
Venture Corporation,V03.SI,5.312944,2019-07-29
Mapletree Commercial Trust,N2IU.SI,4.611216,2019-07-29
DBS ,D05.SI,85.70018985,2019-08-05
Singtel,Z74.SI,44.268802,2019-08-05
Ascendas REIT,A17U.SI,22.672459,2019-08-05
NetLink NBN Trust,CJLU.SI,12.7010695,2019-08-05
SGX,S68.SI,12.566185,2019-08-05
Wilmar International,F34.SI,12.025261,2019-08-05
City Developments,C09.SI,11.637709,2019-08-05
CapitaLand Mall Trust,C38U.SI,6.829921,2019-08-05
SGX,S68.SI,38.449676,2019-08-12
UOB,U11.SI,23.480367,2019-08-12
Ascendas REIT,A17U.SI,22.180618,2019-08-12
Singtel,Z74.SI,15.007094,2019-08-12
Wilmar International,F34.SI,13.983249,2019-08-12
ComfortDelGro,C52.SI,12.282466,2019-08-12
CapitaLand Mall Trust,C38U.SI,10.395714,2019-08-12
Mapletree Commercial Trust,N2IU.SI,5.909748,2019-08-12
UOL Group,U14.SI,3.756509,2019-08-12
SGX,S68.SI,42.599198,2019-08-19
Singtel,Z74.SI,27.517159,2019-08-19
Thai Beverage,Y92.SI,17.6177845,2019-08-19
CapitaLand Mall Trust,C38U.SI,12.340285,2019-08-19
Frasers Logistics & Industrial Trust,BUOU.SI,6.648282,2019-08-19
Mapletree Logistics Trust,M44U.SI,6.134266,2019-08-19
Venture Corporation,V03.SI,5.446582,2019-08-19
NetLink NBN Trust,CJLU.SI,5.379332,2019-08-19
Keppel REIT,K71U.SI,5.151912,2019-08-19
Thai Beverage,Y92.SI,25.1421535,2019-08-26
Singtel,Z74.SI,21.483517,2019-08-26
Mapletree Commercial Trust,N2IU.SI,13.420093,2019-08-26
Hotel Properties,H15.SI,10.974659,2019-08-26
Suntec REIT,T82U.SI,10.5489919,2019-08-26
Wilmar International,F34.SI,10.173403,2019-08-26
ComfortDelGro,C52.SI,8.40807,2019-08-26
City Developments,C09.SI,5.922601,2019-08-26
Jardine Matheson,J36.SI,4.631265849400001,2019-08-26
NetLink NBN Trust,CJLU.SI,4.14401,2019-08-26
UOB,U11.SI,60.965421,2019-09-02
DBS,D05.SI,28.672117,2019-09-02
Mapletree Commercial Trust,N2IU.SI,20.907271,2019-09-02
City Developments,C09.SI,13.186763,2019-09-02
ST Engineering,S63.SI,9.895709,2019-09-02
Singtel,Z74.SI,8.20735184,2019-09-02
SATS,S58.SI,7.344135,2019-09-02
Genting Singapore,G13.SI,6.0386125,2019-09-02
SGX,S68.SI,36.293628,2019-09-09
Yangzijiang Shipbuilding,BS6.SI,26.994519,2019-09-09
DBS,D05.SI,26.008714,2019-09-09
Ascendas REIT,A17U.SI,18.224738,2019-09-09
Singtel,Z74.SI,14.134827,2019-09-09
Venture Corporation,V03.SI,11.544114,2019-09-09
UOB,U11.SI,9.691587,2019-09-09
Hongkong Land,H78.SI,8.3558074438,2019-09-09
Mapletree Industrial Trust,ME8U.SI,8.193355,2019-09-09
CDL Hospitality Trusts,J85.SI,7.276769,2019-09-09
UOB,U11.SI,45.7418,2019-09-16
DBS,D05.SI,36.414917,2019-09-16
Yangzijiang Shipbuilding,BS6.SI,21.7323975,2019-09-16
Venture Corporation,V03.SI,19.924385,2019-09-16
CDL Hospitality Trusts,J85.SI,12.627986,2019-09-16
Keppel Corporation,BN4.SI,10.835175,2019-09-16
SGX,S68.SI,9.749273000000002,2019-09-16
Mapletree Logistics Trust,M44U.SI,7.567997,2019-09-16
Jardine Matheson Holdings,J36.SI,4.738525271799998,2019-09-16
Keppel DC REIT,AJBU.SI,37.779454,2019-09-23
Frasers Centrepoint Trust,J69U.SI,26.142512,2019-09-23
Mapletree Logistics Trust,M44U.SI,17.826582,2019-09-23
OCBC,O39.SI,17.788394,2019-09-23
Frasers Logistics & Industrial Trust,BUOU.SI,14.69472,2019-09-23
DBS,D05.SI,10.079026,2019-09-23
Genting Singapore,G13.SI,9.1823835,2019-09-23
City Developments,C09.SI,8.560041,2019-09-23
Mapletree Industrial Trust,ME8U.SI,6.892072,2019-09-23
Mapletree Commercial Trust,N2IU.SI,19.237881,2019-09-30
OCBC,O39.SI,19.153064,2019-09-30
SGX,S68.SI,14.161769439999995,2019-09-30
UOB,U11.SI,11.725639,2019-09-30
Ascendas REIT,A17U.SI,10.666151,2019-09-30
Frasers Logistics & Industrial Trust,BUOU.SI,6.19222,2019-09-30
Keppel REIT,K71U.SI,5.965387,2019-09-30
CapitaLand Mall Trust,C38U.SI,5.831681,2019-09-30
Keppel REIT,K71U.SI,7.74446,2019-10-07
Frasers Centrepoint Trust,J69U.SI,5.833665,2019-10-07
OUE Commercial REIT,TS0U.SI,3.404546,2019-10-07
Jardine Matheson,J36.SI,2.589698111,2019-10-07
Frasers Log & Ind Trust,BUOU.SI,2.459051,2019-10-07
SATS,S58.SI,2.319974,2019-10-07
Mandarin Oriental,M04.SI,2.148612041,2019-10-07
UOB,U11.SI,1.984043,2019-10-07
UOB,U11.SI,37.57077204,2019-10-14
Singtel,Z74.SI,24.699335,2019-10-14
ST Engineering,S63.SI,18.498536,2019-10-14
CapitaLand Mall Trust,C38U.SI,15.816228,2019-10-14
Mapletree Logistics Trust,M44U.SI,10.136567,2019-10-14
Yangzijiang Shipbuilding,BS6.SI,8.1592395,2019-10-14
City Developments,C09.SI,6.73426,2019-10-14
Mapletree Industrial Trust,ME8U.SI,5.088667,2019-10-14
City Developments,C09.SI,12.089126,2019-10-21
Singtel,Z74.SI,11.163705,2019-10-21
Ascott Residence Trust,HMN.SI,10.292436,2019-10-21
OCBC,O39.SI,9.938637000000002,2019-10-21
AEM Holdings,AWX.SI,9.805865,2019-10-21
Thai Beverage,Y92.SI,7.1126385,2019-10-21
Mapletree Logistics Trust,M44U.SI,6.964018,2019-10-21
SATS,S58.SI,6.09846,2019-10-21
UOL Group,U14.SI,5.250099,2019-10-21
Singtel,Z74.SI,41.593836,2019-10-28
Keppel Corporation,BN4.SI,34.218731,2019-10-28
SGX,S68.SI,31.315875,2019-10-28
DBS,D05.SI,19.095269,2019-10-28
AEM Holdings,AWX.SI,15.003823,2019-10-28
Sembcorp Industries,U96.SI,13.960889,2019-10-28
Sembcorp Marine,S51.SI,13.149075,2019-10-28
City Developments,C09.SI,11.294951,2019-10-28
Wilmar International,F34.SI,9.048924,2019-10-28
SGX,S68.SI,32.74237121,2019-11-04
Venture Corporation,V03.SI,8.30727,2019-11-04
SIA,C6L.SI,7.801012,2019-11-04
Pollux Properties,5AE.SI,6.92130351,2019-11-04
UMS Holdings,558.SI,4.87262,2019-11-04
Mapletree Industrial Trust,ME8U.SI,4.616329,2019-11-04
AEM Holdings,AWX.SI,4.479221,2019-11-04
DBS,D05.SI,2.800911,2019-11-04
DBS,D05.SI,49.958333,2019-11-11
Venture Corporation,V03.SI,21.972866,2019-11-11
SGX,S68.SI,20.114663,2019-11-11
Wilmar International,F34.SI,8.847626,2019-11-11
SIA Engineering,S59.SI,7.993194,2019-11-11
Starhub,CC3.SI,7.080713,2019-11-11
AEM Holdings,AWX.SI,6.087976,2019-11-11
Genting Singapore,G13.SI,5.88787575,2019-11-11
Wilmar International,F34.SI,15.798336,2019-11-18
ST Engineering,S63.SI,13.4982,2019-11-18
Frencken Group,E28.SI,9.882385,2019-11-18
Golden Agri-Resources,E5H.SI,7.892809,2019-11-18
AIMS APAC REIT,O5RU.SI,5.935733,2019-11-18
Genting Singapore,G13.SI,4.96801,2019-11-18
SIA Engineering,S59.SI,4.264065,2019-11-18
CapitaLand Mall Trust,C38U.SI,4.187688,2019-11-18
Singtel,Z74.SI,20.65447,2019-11-25
Wilmar International,F34.SI,13.238094,2019-11-25
Ascendas REIT,A17U.SI,13.021644,2019-11-25
Jardine Matheson,J36.SI,5.12008019090001,2019-11-25
ST Engineering,S63.SI,4.847422,2019-11-25
SGX,S68.SI,4.407092,2019-11-25
Frasers Centrepoint Trust,J69U.SI,3.96136,2019-11-25
UMS Holdings,558.SI,3.646111,2019-11-25
Mapletree Commercial Trust,N2IU.SI,167.767291,2019-12-02
Singtel,Z74.SI,61.634984,2019-12-02
SGX,S68.SI,40.593218,2019-12-02
ST Engineering,S63.SI,31.669262,2019-12-02
Ascendas REIT,A17U.SI,28.545718,2019-12-02
Yangzijiang Shipbuilding,BS6.SI,23.5687575,2019-12-02
Dairy Farm International,D01.SI,19.89745973189996,2019-12-02
Keppel REIT,K71U.SI,17.358682,2019-12-02
SATS,S58.SI,15.895547,2019-12-02
Singtel,Z74.SI,76.806335,2019-12-09
Yangzijiang Shipbuilding,BS6.SI,25.997853,2019-12-09
Ascendas REIT,A17U.SI,20.259663,2019-12-09
ComfortDelGro,C52.SI,14.972397,2019-12-09
Keppel Corporation,BN4.SI,12.742441,2019-12-09
SGX,S68.SI,10.829592,2019-12-09
Golden Agri-Resources,E5H.SI,9.6007275,2019-12-09
Mapletree Industrial Trust,ME8U.SI,6.637053,2019-12-09
UOB,U11.SI,38.051157,2019-12-16
DBS,D05.SI,25.269226,2019-12-16
OCBC,O39.SI,25.108707,2019-12-16
SATS,S58.SI,12.214966,2019-12-16
SGX,S68.SI,11.398692,2019-12-16
Thai Beverage,Y92.SI,10.96726304,2019-12-16
UOL Group,U14.SI,9.812366,2019-12-16
Venture Corporation,V03.SI,9.268491,2019-12-16
Wilmar International,F34.SI,9.096755,2019-12-16
DBS,D05.SI,47.724815,2019-12-23
Mapletree Commercial Trust,N2IU.SI,27.38726,2019-12-23
UOB,U11.SI,21.852818,2019-12-23
Manulife US REIT,BTOU.SI,21.235535899149987,2019-12-23
OCBC,O39.SI,14.035931,2019-12-23
City Developments,C09.SI,10.552056,2019-12-23
Mapletree Logistics Trust,M44U.SI,10.330266,2019-12-23
UOL,U14.SI,10.103219,2019-12-23
Golden Agri-Resources,E5H.SI,15.502662,2019-12-30
Singtel,Z74.SI,14.877107,2019-12-30
DBS,D05.SI,13.46211,2019-12-30
Wilmar International,F34.SI,10.912289,2019-12-30
Yangzijiang Shipbuilding,BS6.SI,10.475867,2019-12-30
Ascendas REIT,A17U.SI,7.720856,2019-12-30
OCBC,O39.SI,7.026403,2019-12-30
Hongkong Land,H78.SI,6.571686528299994,2019-12-30
CapitaLand Mall Trust,C38U.SI,6.071321,2019-12-30
UOB,U11.SI,28.563451,2020-01-06
OCBC,O39.SI,26.545673,2020-01-06
DBS,D05.SI,18.466419,2020-01-06
Singtel,Z74.SI,14.928337,2020-01-06
Venture Corporation,V03.SI,11.590659,2020-01-06
Hongkong Land Holdings,H78.SI,9.945124630900011,2020-01-06
City Developments,C09.SI,9.421334,2020-01-06
Keppel Corporation,BN4.SI,9.008885,2020-01-06
UOL Group,U14.SI,8.045767,2020-01-06
Ascendas REIT,A17U.SI,21.187799,2020-01-13
Wilmar International,F34.SI,13.356506,2020-01-13
Mapletree Industrial Trust,ME8U.SI,11.114575,2020-01-13
Keppel Corporation,BN4.SI,9.831967,2020-01-13
ST Engineering,S63.SI,7.420119,2020-01-13
ARA US Hospitality Trust,XZL.SI,6.9164977656,2020-01-13
Keppel DC REIT,AJBU.SI,6.289219,2020-01-13
AEM Holdings,AWX.SI,6.08054,2020-01-13
DBS,D05.SI,73.704218,2020-01-20
OCBC,O39.SI,34.16959200000001,2020-01-20
ST Engineering,S63.SI,13.640893,2020-01-20
CapitaLand Mall Trust,C38U.SI,12.329683,2020-01-20
Jardine Matheson Holdings,J36.SI,10.2450265991,2020-01-20
Mapletree Industrial Trust,ME8U.SI,8.651763,2020-01-20
Jardine Cycle & Carriage,C07.SI,6.939476,2020-01-20
UOL Group,U14.SI,5.578359,2020-01-20
Singtel,Z74.SI,40.6147663,2020-01-27
DBS,D05.SI,31.827844,2020-01-27
OCBC,O39.SI,21.743788,2020-01-27
SGX,S68.SI,13.243072,2020-01-27
NetLink NBN Trust,CJLU.SI,9.307675499999998,2020-01-27
CapitaLand Mall Trust,C38U.SI,7.435628000000001,2020-01-27
Ascendas REIT,A17U.SI,7.056414,2020-01-27
Singtel,Z74.SI,73.2591753,2020-02-03
OCBC,O39.SI,56.464012,2020-02-03
Ascendas REIT,A17U.SI,27.559446,2020-02-03
DBS,D05.SI,23.715492,2020-02-03
ST Engineering,S63.SI,21.038139,2020-02-03
Keppel Corporation,BN4.SI,18.87161,2020-02-03
ComfortDelgro,C52.SI,18.105177,2020-02-03
UOB,U11.SI,16.518805999999994,2020-02-03
Mapletree Logistics Trust,M44U.SI,15.568123,2020-02-03
SGX,S68.SI,14.387177,2020-02-03
Ascendas REIT,A17U.SI,38.156187,2020-02-10
Wilmar International,F34.SI,20.058086,2020-02-10
DBS,D05.SI,18.42254878,2020-02-10
Mapletree Logistics Trust,M44U.SI,17.362239,2020-02-10
City Developments,C09.SI,15.739539,2020-02-10
UOL Group,U14.SI,15.182025,2020-02-10
SGX,S68.SI,14.824473,2020-02-10
UOB,U11.SI,14.167182999999998,2020-02-10
Frasers Logistics & Industrial Trust,BUOU.SI,13.549922,2020-02-10
SGX,S68.SI,42.51663,2020-02-17
Keppel DC REIT,AJBU.SI,14.322579,2020-02-17
AEM Holdings,AWX.SI,12.427864,2020-02-17
ST Engineering,S63.SI,11.926089,2020-02-17
Keppel REIT,K71U.SI,11.775213,2020-02-17
Ascendas REIT,A17U.SI,10.990317,2020-02-17
Mapletree Logistics Trust,M44U.SI,8.339139,2020-02-17
Genting Singapore,G13.SI,6.644977000000001,2020-02-17
Mapletree Industrial Trust,ME8U.SI,6.385557,2020-02-17
Venture Corporation,V03.SI,5.899400999999999,2020-02-17
OCBC,O39.SI,23.073639,2020-02-24
Thai Beverage,Y92.SI,22.8311,2020-02-24
Ascendas REIT,A17U.SI,21.823661,2020-02-24
Keppel REIT,K71U.SI,12.07603,2020-02-24
SGX,S68.SI,11.947854,2020-02-24
CDL Hospitality Trusts,J85.SI,9.25896,2020-02-24
Mapletree Industrial Trust,ME8U.SI,6.663463,2020-02-24
Jardine Matheson,J36.SI,5.302257639900001,2020-02-24
Yangzijiang Shipbuilding,BS6.SI,5.2045015,2020-02-24
